ID	GeneSymbol	Description	Log2FC	AdjPValue
Q91VT4	Cbr4	Carbonyl reductase family member 4 OS=Mus musculus OX=10090 GN=Cbr4 PE=1 SV=2	0.43	0.023185389
A2AST1	Ccdc141	Coiled-coil domain-containing 141 OS=Mus musculus OX=10090 GN=Ccdc141 PE=1 SV=1	-6.64	NA
Q3URS9	Ccdc51	Coiled-coil domain-containing protein 51 OS=Mus musculus OX=10090 GN=Ccdc51 PE=1 SV=1	0.12	0.672166047
Q8R3Q6	Ccdc58	Coiled-coil domain-containing protein 58 OS=Mus musculus OX=10090 GN=Ccdc58 PE=1 SV=1	-0.31	0.208727627
Q8C3X2	Ccdc90b	"Coiled-coil domain-containing protein 90B, mitochondrial OS=Mus musculus OX=10090 GN=Ccdc90b PE=1 SV=1"	0.14	0.374649185
Q9JJD8	Cct2	"Brain cDNA, clone MNCb-1272, similar to Mus musculus chaperonin subunit 2 (beta) (Cct2), mRNA OS=Mus musculus OX=10090 GN=Cct2 PE=2 SV=1"	2.47	0.002852639
P80315	Cct4	T-complex protein 1 subunit delta OS=Mus musculus OX=10090 GN=Cct4 PE=1 SV=3	2	0.000233938
P80316	Cct5	T-complex protein 1 subunit epsilon OS=Mus musculus OX=10090 GN=Cct5 PE=1 SV=1	2.48	0.000272673
Q52KG9	Cct6a	"Chaperonin containing Tcp1, subunit 6a (Zeta) OS=Mus musculus OX=10090 GN=Cct6a PE=2 SV=1"	3.95	0.000130979
Q3TET0	Cct7	T-complex protein 1 subunit eta OS=Mus musculus OX=10090 GN=Cct7 PE=2 SV=1	4.37	6.68E-08
Q9CS06	Cct8	Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Cct8 PE=2 SV=1	3.16	0.032916196
Q3UAI3	Cd36	"CD36 antigen, isoform CRA_a OS=Mus musculus OX=10090 GN=Cd36 PE=1 SV=1"	0.49	0.012694619
Q3UWG5	Cd81	Tetraspanin OS=Mus musculus OX=10090 GN=Cd81 PE=2 SV=1	6.64	NA
P60766	Cdc42	Cell division control protein 42 homolog OS=Mus musculus OX=10090 GN=Cdc42 PE=1 SV=2	1.27	0.003225813
Q8CE18	Cdh13	Uncharacterized protein OS=Mus musculus OX=10090 PE=2 SV=1	-0.02	0.509518491
Q3UIC2	Cdh2	Uncharacterized protein OS=Mus musculus OX=10090 GN=Cdh2 PE=2 SV=1	1.08	0.000155301
Q4VAA2	Cdv3	Protein CDV3 OS=Mus musculus OX=10090 GN=Cdv3 PE=1 SV=2	3.02	0.030225968
Q9CXS4	Cenpv	Centromere protein V OS=Mus musculus OX=10090 GN=Cenpv PE=1 SV=2	-0.13	0.777125238
Q8VCT4	Ces1d	Carboxylesterase 1D OS=Mus musculus OX=10090 GN=Ces1d PE=1 SV=1	-6.64	NA
Q544Y7	Cfl1	"Cofilin 1, non-muscle OS=Mus musculus OX=10090 GN=Cfl1 PE=2 SV=1"	1.56	0.01313897
P45591	Cfl2	Cofilin-2 OS=Mus musculus OX=10090 GN=Cfl2 PE=1 SV=1	2.7	NA
Q8CEX1	Chchd1	Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 PE=2 SV=1	-0.42	0.494321185
Q7TNL9	Chchd10	Coiled-coil-helix-coiled-coil-helix domain-containing 10 OS=Mus musculus OX=10090 GN=Chchd10 PE=1 SV=1	1.96	3.72E-05
Q9CRB9	Chchd3	MICOS complex subunit Mic19 OS=Mus musculus OX=10090 GN=Chchd3 PE=1 SV=1	-0.27	0.038559927
Q91VN4	Chchd6	MICOS complex subunit Mic25 OS=Mus musculus OX=10090 GN=Chchd6 PE=1 SV=2	0.63	0.028780063
Q8K2Q5	Chchd7	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7 OS=Mus musculus OX=10090 GN=Chchd7 PE=1 SV=1	-1.5	0.081631653
Q2VPR3	Chtop	2500003M10Rik protein (Fragment) OS=Mus musculus OX=10090 GN=Chtop PE=2 SV=1	0.58	NA
Q91WS0	Cisd1	CDGSH iron-sulfur domain-containing protein 1 OS=Mus musculus OX=10090 GN=Cisd1 PE=1 SV=1	-0.25	0.032916196
B3DFI8	Cisd3	Cisd3 protein (Fragment) OS=Mus musculus OX=10090 GN=Cisd3 PE=2 SV=1	0.27	0.07453439
Q8BMK4	Ckap4	Cytoskeleton-associated protein 4 OS=Mus musculus OX=10090 GN=Ckap4 PE=1 SV=2	1.37	0.002080969
A2AGT5	Ckap5	Cytoskeleton-associated protein 5 OS=Mus musculus OX=10090 GN=Ckap5 PE=1 SV=1	1.87	0.000895568
P07310	Ckm	Creatine kinase M-type OS=Mus musculus OX=10090 GN=Ckm PE=1 SV=1	-1.44	0.006172794
Q6P8J7	Ckmt2	"Creatine kinase S-type, mitochondrial OS=Mus musculus OX=10090 GN=Ckmt2 PE=1 SV=1"	-0.54	0.003537497
Q9QYB1	Clic4	Chloride intracellular channel protein 4 OS=Mus musculus OX=10090 GN=Clic4 PE=1 SV=3	6.64	NA
Q8BXK9	Clic5	Chloride intracellular channel protein 5 OS=Mus musculus OX=10090 GN=Clic5 PE=1 SV=1	1.91	5.91E-06
Q3UGW4	Clpp	ATP-dependent Clp protease proteolytic subunit (Fragment) OS=Mus musculus OX=10090 GN=Clpp PE=2 SV=1	1.31	0.00520941
Q6P8N8	Clpx	"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Mus musculus OX=10090 GN=Clpx PE=1 SV=1"	1.54	0.056875978
Q9JK98	Clu	Clusterin OS=Mus musculus OX=10090 GN=Clu PE=2 SV=1	0.93	0.001488022
Q8R4N0	Clybl	"Citramalyl-CoA lyase, mitochondrial OS=Mus musculus OX=10090 GN=Clybl PE=1 SV=2"	1.34	0.006837416
A0A0R4J0B4	Cmas	Cytidine monophospho-N-acetylneuraminic acid synthetase OS=Mus musculus OX=10090 GN=Cmas PE=1 SV=1	6.64	NA
E9QLJ0	Cmya5	Cardiomyopathy-associated protein 5 OS=Mus musculus OX=10090 GN=Cmya5 PE=1 SV=1	-1.23	0.147951408
Q8VEG6	Cnot6l	CCR4-NOT transcription complex subunit 6-like OS=Mus musculus OX=10090 GN=Cnot6l PE=1 SV=2	0.5	0.129789991
Q9D2R6	Coa3	"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Coa3 PE=1 SV=1"	1.17	0.002050766
Q99M07	Coa5	Cytochrome c oxidase assembly factor 5 OS=Mus musculus OX=10090 GN=Coa5 PE=1 SV=1	NA	NA
Q3UMF0	Cobll1	Cordon-bleu protein-like 1 OS=Mus musculus OX=10090 GN=Cobll1 PE=1 SV=2	0.75	0.300152481
O35206	Col15a1	Collagen alpha-1(XV) chain OS=Mus musculus OX=10090 GN=Col15a1 PE=1 SV=2	1.59	5.07E-06
P11087	Col1a1	Collagen alpha-1(I) chain OS=Mus musculus OX=10090 GN=Col1a1 PE=1 SV=4	2.16	0.001397219
Q3TUE2	Col1a2	Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Col1a2 PE=2 SV=1	2.64	0.001347254
P02463	Col4a1	Collagen alpha-1(IV) chain OS=Mus musculus OX=10090 GN=Col4a1 PE=1 SV=4	2.23	3.24E-06
B2RQQ8	Col4a2	"Collagen, type IV, alpha 2 OS=Mus musculus OX=10090 GN=Col4a2 PE=1 SV=1"	1.48	1.51E-05
B1AWB9	Col5a1	"Collagen, type V, alpha 1 OS=Mus musculus OX=10090 GN=Col5a1 PE=1 SV=1"	NA	NA
Q04857	Col6a1	Collagen alpha-1(VI) chain OS=Mus musculus OX=10090 GN=Col6a1 PE=1 SV=1	1.1	0.000256934
Q02788	Col6a2	Collagen alpha-2(VI) chain OS=Mus musculus OX=10090 GN=Col6a2 PE=1 SV=3	1.09	0.000568881
Q8BIG7	Comtd1	Catechol O-methyltransferase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Comtd1 PE=1 SV=1	3.26	3.29E-05
A0A1W2P7J1	Coq10a	Coenzyme Q10A OS=Mus musculus OX=10090 GN=Coq10a PE=1 SV=1	-0.18	0.345159567
Q3UQM8	Coq3	"Ubiquinone biosynthesis O-methyltransferase, mitochondrial OS=Mus musculus OX=10090 GN=Coq3 PE=2 SV=1"	0.66	0.037684981
Q9CXI0	Coq5	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial OS=Mus musculus OX=10090 GN=Coq5 PE=1 SV=2"	0.11	0.238383211
Q8R1S0	Coq6	"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial OS=Mus musculus OX=10090 GN=Coq6 PE=1 SV=3"	0.47	0.023974464
A0A140LIF0	Coq7	"5-demethoxyubiquinone hydroxylase, mitochondrial OS=Mus musculus OX=10090 GN=Coq7 PE=1 SV=1"	0.96	0.010604805
Q3T9L1	Coro1a	Coronin OS=Mus musculus OX=10090 GN=Coro1a PE=2 SV=1	NA	NA
Q3TF74	Coro1c	Coronin OS=Mus musculus OX=10090 GN=Coro1c PE=2 SV=1	0.72	0.000163449
Q54AC6	Cox17	Cox17p OS=Mus musculus OX=10090 GN=Cox17 PE=1 SV=1	4.35	NA
Q9D7J4	Cox20; Fam36a	"Cytochrome c oxidase assembly protein COX20, mitochondrial OS=Mus musculus OX=10090 GN=Cox20 PE=1 SV=1"	-0.25	0.067419505
P19783	Cox4i1	"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Mus musculus OX=10090 GN=Cox4i1 PE=1 SV=2"	-1.01	0.000831157
P12787	Cox5a	"Cytochrome c oxidase subunit 5A, mitochondrial OS=Mus musculus OX=10090 GN=Cox5a PE=1 SV=2"	-1.16	2.44E-05
P19536	Cox5b	"Cytochrome c oxidase subunit 5B, mitochondrial OS=Mus musculus OX=10090 GN=Cox5b PE=1 SV=1"	-1.27	2.44E-05
P43024	Cox6a1	"Cytochrome c oxidase subunit 6A1, mitochondrial OS=Mus musculus OX=10090 GN=Cox6a1 PE=1 SV=2"	0	0.457748337
P43023	Cox6a2	"Cytochrome c oxidase subunit 6A2, mitochondrial OS=Mus musculus OX=10090 GN=Cox6a2 PE=1 SV=2"	-1.69	6.67E-05
P56391	Cox6b1	Cytochrome c oxidase subunit 6B1 OS=Mus musculus OX=10090 GN=Cox6b1 PE=1 SV=2	-1.02	0.000143269
Q9CPQ1	Cox6c	Cytochrome c oxidase subunit 6C OS=Mus musculus OX=10090 GN=Cox6c PE=1 SV=3	-1.56	4.42E-05
P56392	Cox7a1	"Cytochrome c oxidase subunit 7A1, mitochondrial OS=Mus musculus OX=10090 GN=Cox7a1 PE=1 SV=1"	-1.53	4.71E-06
P48771	Cox7a2	"Cytochrome c oxidase subunit 7A2, mitochondrial OS=Mus musculus OX=10090 GN=Cox7a2 PE=1 SV=2"	-1.01	5.40E-06
Q3UDK5	Cox7a2l	Uncharacterized protein OS=Mus musculus OX=10090 GN=Cox7a2l PE=1 SV=1	1.01	0.30430544
P17665	Cox7c; Gm12338; LOC100048613; LOC102642884	"Cytochrome c oxidase subunit 7C, mitochondrial OS=Mus musculus OX=10090 GN=Cox7c PE=1 SV=1"	-1.2	1.50E-07
Q545U6	Cox8b	"Cytochrome c oxidase, subunit VIIIb OS=Mus musculus OX=10090 GN=Cox8b PE=2 SV=1"	-0.73	0.006421745
P15089	Cpa3	Mast cell carboxypeptidase A OS=Mus musculus OX=10090 GN=Cpa3 PE=2 SV=1	NA	NA
P36552	Cpox	"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial OS=Mus musculus OX=10090 GN=Cpox PE=1 SV=2"	1.58	0.001825468
Q3UGT1	Cpt1a	Uncharacterized protein OS=Mus musculus OX=10090 GN=Cpt1a PE=2 SV=1	0.5	0.111048509
Q924X2	Cpt1b	"Carnitine O-palmitoyltransferase 1, muscle isoform OS=Mus musculus OX=10090 GN=Cpt1b PE=1 SV=1"	0.15	0.825241255
P52825	Cpt2	"Carnitine O-palmitoyltransferase 2, mitochondrial OS=Mus musculus OX=10090 GN=Cpt2 PE=1 SV=2"	-0.36	0.007313792
Q9DCT8	Crip2	Cysteine-rich protein 2 OS=Mus musculus OX=10090 GN=Crip2 PE=1 SV=1	-0.14	0.530207559
P23927	Cryab	Alpha-crystallin B chain OS=Mus musculus OX=10090 GN=Cryab PE=1 SV=2	1.76	0.000197507
Q9CZU6	Cs	"Citrate synthase, mitochondrial OS=Mus musculus OX=10090 GN=Cs PE=1 SV=1"	0.5	0.040577414
Q61478	Csda; Ybx3	DbpA murine homologue OS=Mus musculus OX=10090 GN=Ybx3 PE=2 SV=1	NA	NA
Q8VHY0	Cspg4	Chondroitin sulfate proteoglycan 4 OS=Mus musculus OX=10090 GN=Cspg4 PE=1 SV=3	0.9	0.005863585
P97315	Csrp1	Cysteine and glycine-rich protein 1 OS=Mus musculus OX=10090 GN=Csrp1 PE=1 SV=3	0.96	0.002832403
Q545C7	Csrp3	Cysteine and glycine-rich protein 3 OS=Mus musculus OX=10090 GN=Csrp3 PE=1 SV=1	1.47	1.24E-06
Q3U5K7	Cst3	Cystatin (Fragment) OS=Mus musculus OX=10090 GN=Cst3 PE=2 SV=1	0.56	0.132891303
B3V097	Cstf2	BetaCstF-64 variant 3 OS=Mus musculus OX=10090 GN=Cstf2 PE=2 SV=1	6.64	NA
P29268	Ctgf	Connective tissue growth factor OS=Mus musculus OX=10090 GN=Ctgf PE=2 SV=3	1.71	0.077259015
Q545R0	Ctnna1	"Catenin (Cadherin associated protein), alpha 1 OS=Mus musculus OX=10090 GN=Ctnna1 PE=1 SV=1"	1.17	2.59E-05
Q14DP5	Ctnna3	"Catenin (Cadherin associated protein), alpha 3 OS=Mus musculus OX=10090 GN=Ctnna3 PE=2 SV=1"	-0.37	0.40217426
Q02248	Ctnnb1	Catenin beta-1 OS=Mus musculus OX=10090 GN=Ctnnb1 PE=1 SV=1	0.82	0.000144374
P10605	Ctsb	Cathepsin B OS=Mus musculus OX=10090 GN=Ctsb PE=1 SV=2	1.37	0.015112239
Q3TXL5	Ctsd	Uncharacterized protein OS=Mus musculus OX=10090 GN=Ctsd PE=2 SV=1	2.67	1.25E-05
Q9ES94	Ctsz	Cathepsin Z OS=Mus musculus OX=10090 GN=Ctsz PE=2 SV=1	-0.11	0.821171279
Q8BNA5	Cttn	Uncharacterized protein OS=Mus musculus OX=10090 GN=Cttn PE=2 SV=1	1.02	0.000108174
G5E850	Cyb5; Cyb5a	"Cytochrome b-5, isoform CRA_a OS=Mus musculus OX=10090 GN=Cyb5a PE=1 SV=1"	0.33	0.110362877
Q3TH64	Cyb5b	Uncharacterized protein OS=Mus musculus OX=10090 GN=Cyb5b PE=2 SV=1	-0.52	0.067079574
G3UZG6	Cyb5r1	"Cytochrome b5 reductase 1, isoform CRA_a (Fragment) OS=Mus musculus OX=10090 GN=Cyb5r1 PE=1 SV=1"	4.45	3.94E-06
Q9DCN2	Cyb5r3	NADH-cytochrome b5 reductase 3 OS=Mus musculus OX=10090 GN=Cyb5r3 PE=1 SV=3	1.47	0.000145727
Q9D0M3	Cyc1	"Cytochrome c1, heme protein, mitochondrial OS=Mus musculus OX=10090 GN=Cyc1 PE=1 SV=1"	-0.24	0.250942143
P62897	Cycs; Gm10053	"Cytochrome c, somatic OS=Mus musculus OX=10090 GN=Cycs PE=1 SV=2"	-0.24	0.039286704
Q9D172	D10Jhu81e; LOC100046684; LOC102641949	"Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial OS=Mus musculus OX=10090 GN=Gatd3a PE=1 SV=1"	0.42	0.202991522
Q99LF4	D10Wsu52e; Rtcb	tRNA-splicing ligase RtcB homolog OS=Mus musculus OX=10090 GN=Rtcb PE=1 SV=1	2.15	0.002417447
Q8CBE6	Dag1	Uncharacterized protein OS=Mus musculus OX=10090 GN=Dag1 PE=2 SV=1	-0.01	0.752311828
G3X9M0	Dap3	"28S ribosomal protein S29, mitochondrial OS=Mus musculus OX=10090 GN=Dap3 PE=1 SV=1"	0.83	0.018705858
Q922B2	Dars	"Aspartate--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Dars PE=1 SV=2"	6.64	NA
Q548W7	Dbi	Diazepam binding inhibitor OS=Mus musculus OX=10090 GN=Dbi PE=1 SV=1	-0.04	0.507670805
P53395	Dbt	"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial OS=Mus musculus OX=10090 GN=Dbt PE=1 SV=2"	1.14	0.026787384
Q8BHC4	Dcakd	Dephospho-CoA kinase domain-containing protein OS=Mus musculus OX=10090 GN=Dcakd PE=1 SV=1	1.17	0.244494992
Q3UKR1	Dcn	Decorin OS=Mus musculus OX=10090 GN=Dcn PE=1 SV=1	1.23	0.0033429
E9Q3M3	Dctn1	Dynactin subunit 1 OS=Mus musculus OX=10090 GN=Dctn1 PE=1 SV=1	0.9	0.302724293
Q3TPZ5	Dctn2	Dynactin 2 OS=Mus musculus OX=10090 GN=Dctn2 PE=1 SV=1	6.64	NA
Q3UK85	Dctn5	Uncharacterized protein OS=Mus musculus OX=10090 GN=Dctn5 PE=2 SV=1	2.27	0.0167678
O54734	Ddost	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Mus musculus OX=10090 GN=Ddost PE=1 SV=2	1.15	2.44E-05
Q91VR5	Ddx1	ATP-dependent RNA helicase DDX1 OS=Mus musculus OX=10090 GN=Ddx1 PE=1 SV=1	2.4	0.000218203
Q6PCP0	Ddx21	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21 OS=Mus musculus OX=10090 GN=Ddx21 PE=2 SV=1	2.61	0.001102161
Q3TPL7	Ddx39	Uncharacterized protein OS=Mus musculus OX=10090 GN=Ddx39 PE=2 SV=1	0.98	0.002068268
Q9Z1N5	Ddx39b	Spliceosome RNA helicase Ddx39b OS=Mus musculus OX=10090 GN=Ddx39b PE=1 SV=1	2.19	0.000114376
B9EKE9	Ddx3x	Ddx3x protein OS=Mus musculus OX=10090 GN=Ddx3x PE=2 SV=1	2.46	0.000132673
Q5U222	Ddx5	Ddx5 protein (Fragment) OS=Mus musculus OX=10090 GN=Ddx5 PE=2 SV=1	2.54	2.60E-05
Q6IS54	Ddx51	Ddx51 protein (Fragment) OS=Mus musculus OX=10090 GN=Ddx51 PE=2 SV=1	NA	NA
Q9CQ62	Decr1	"2,4-dienoyl-CoA reductase, mitochondrial OS=Mus musculus OX=10090 GN=Decr1 PE=1 SV=1"	0.28	0.1776326
Q3V2C6	Des	Uncharacterized protein OS=Mus musculus OX=10090 GN=Des PE=2 SV=1	1.58	7.29E-07
Q8BMJ0	Dhodh	Uncharacterized protein OS=Mus musculus OX=10090 GN=Dhodh PE=2 SV=1	-0.89	0.027139748
Q3UIB5	Dhrs4	Uncharacterized protein OS=Mus musculus OX=10090 GN=Dhrs4 PE=2 SV=1	0.2	0.2131708
I7DM66	Dhrs7b	PexRAP OS=Mus musculus OX=10090 GN=Dhrs7b PE=2 SV=1	0.5	0.184532117
Q3TEB2	Dhx9	Uncharacterized protein OS=Mus musculus OX=10090 GN=Dhx9 PE=2 SV=1	3.69	NA
Q8BMF4	Dlat	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Mus musculus OX=10090 GN=Dlat PE=1 SV=2"	0.62	0.004217677
O08749	Dld	"Dihydrolipoyl dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Dld PE=1 SV=2"	0.79	0.018309411
Q3TPP5	Dlg1	Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Dlg1 PE=2 SV=1	0.66	0.223128317
Q9D2G2	Dlst	"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Mus musculus OX=10090 GN=Dlst PE=1 SV=1"	1.08	0.007320553
P11531	Dmd	Dystrophin OS=Mus musculus OX=10090 GN=Dmd PE=1 SV=3	0.37	0.001215756
Q3TFF0	Dnaja2	Uncharacterized protein OS=Mus musculus OX=10090 GN=Dnaja2 PE=2 SV=1	6.64	NA
Q3TJA9	Dnaja3	"DnaJ (Hsp40) homolog, subfamily A, member 3, isoform CRA_b OS=Mus musculus OX=10090 GN=Dnaja3 PE=2 SV=1"	0.59	0.011017074
Q9D832	Dnajb4	DnaJ homolog subfamily B member 4 OS=Mus musculus OX=10090 GN=Dnajb4 PE=1 SV=1	1.92	0.000131683
Q5U458	Dnajc11	DnaJ homolog subfamily C member 11 OS=Mus musculus OX=10090 GN=Dnajc11 PE=1 SV=2	1.11	0.000660301
Q78YY6	Dnajc15	DnaJ homolog subfamily C member 15 OS=Mus musculus OX=10090 GN=Dnajc15 PE=1 SV=1	2.4	0.001274825
D3Z5K6	Dnajc19	Mitochondrial import inner membrane translocase subunit TIM14 OS=Mus musculus OX=10090 GN=Dnajc19 PE=1 SV=1	0.13	0.810330628
E9Q1L7	Dnajc28	DnaJ homolog subfamily C member 28 OS=Mus musculus OX=10090 GN=Dnajc28 PE=1 SV=1	-0.16	0.30516448
Q9D113	Dnlz	DNL-type zinc finger protein OS=Mus musculus OX=10090 GN=Dnlz PE=1 SV=1	6.64	NA
E9PUD2	Dnm1l	Dynamin-1-like protein OS=Mus musculus OX=10090 GN=Dnm1l PE=1 SV=1	1.19	0.029015658
Q3TCR7	Dnm2	Dynamin-2 OS=Mus musculus OX=10090 GN=Dnm2 PE=1 SV=1	2.16	0.001343525
P31428	Dpep1	Dipeptidase 1 OS=Mus musculus OX=10090 GN=Dpep1 PE=1 SV=2	1.18	0.013364142
Q99LT0	Dpy30	Protein dpy-30 homolog OS=Mus musculus OX=10090 GN=Dpy30 PE=1 SV=1	1.25	0.011027329
E9PWE8	Dpysl3	Dihydropyrimidinase-related protein 3 OS=Mus musculus OX=10090 GN=Dpysl3 PE=1 SV=1	4.05	9.69E-06
P51436	Drd4	D(4) dopamine receptor OS=Mus musculus OX=10090 GN=Drd4 PE=2 SV=1	0.61	0.210866209
P32233	Drg1	Developmentally-regulated GTP-binding protein 1 OS=Mus musculus OX=10090 GN=Drg1 PE=1 SV=1	1.81	0.000608786
Q6PEU5	Dsc2	Desmocollin 2 OS=Mus musculus OX=10090 GN=Dsc2 PE=2 SV=1	NA	NA
O55111	Dsg2	Desmoglein-2 OS=Mus musculus OX=10090 GN=Dsg2 PE=1 SV=3	NA	NA
E9Q557	Dsp	Desmoplakin OS=Mus musculus OX=10090 GN=Dsp PE=1 SV=1	0.26	0.001381834
Q4FK36	Dstn	Destrin OS=Mus musculus OX=10090 GN=Dstn PE=1 SV=1	1.77	0.005226267
A0A1Y7VJN9	Dtna	Dystrobrevin OS=Mus musculus OX=10090 GN=Dtna PE=1 SV=1	1.76	0.023974464
Q8VCG1	Dut	Deoxyuridine triphosphatase OS=Mus musculus OX=10090 GN=Dut PE=1 SV=1	0.75	0.198819578
Q9JHU4	Dync1h1	Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus OX=10090 GN=Dync1h1 PE=1 SV=2	2.49	1.66E-05
A2BFF8	Dync1i2	Cytoplasmic dynein 1 intermediate chain 2 OS=Mus musculus OX=10090 GN=Dync1i2 PE=1 SV=1	NA	NA
Q8R1Q8	Dync1li1	Cytoplasmic dynein 1 light intermediate chain 1 OS=Mus musculus OX=10090 GN=Dync1li1 PE=1 SV=1	1.54	0.000546793
A0A0N4SWH3	Dysf	Dysferlin OS=Mus musculus OX=10090 GN=Dysf PE=1 SV=1	1.69	0.00907457
Q9CXJ1	Ears2	"Probable glutamate--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Ears2 PE=1 SV=1"	0.93	0.024195396
O35459	Ech1	"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Mus musculus OX=10090 GN=Ech1 PE=1 SV=1"	-0.17	0.035782828
Q9D7J9	Echdc3	"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Echdc3 PE=1 SV=1"	-0.56	0.622596318
Q8BH95	Echs1	"Enoyl-CoA hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Echs1 PE=1 SV=1"	-0.3	0.005921971
Q9DBN7	Eci1	Uncharacterized protein OS=Mus musculus OX=10090 GN=Eci1 PE=2 SV=1	0.11	0.146848798
Q9WUR2	Eci2	"Enoyl-CoA delta isomerase 2, mitochondrial OS=Mus musculus OX=10090 GN=Eci2 PE=1 SV=2"	-0.15	0.256867327
Q9QZH6	Ecsit	"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial OS=Mus musculus OX=10090 GN=Ecsit PE=1 SV=2"	-0.17	0.900308498
Q9JMG1	Edf1	Endothelial differentiation-related factor 1 OS=Mus musculus OX=10090 GN=Edf1 PE=1 SV=1	1.3	0.002142249
P10126	Eef1a1; LOC101056619	Elongation factor 1-alpha 1 OS=Mus musculus OX=10090 GN=Eef1a1 PE=1 SV=3	1.84	5.16E-06
P62631	Eef1a2	Elongation factor 1-alpha 2 OS=Mus musculus OX=10090 GN=Eef1a2 PE=1 SV=1	0.46	0.004850973
O70251	Eef1b2	Elongation factor 1-beta OS=Mus musculus OX=10090 GN=Eef1b PE=1 SV=5	2.35	7.53E-06
Q80T06	Eef1d	Elongation factor 1-delta OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=1	2.07	4.20E-05
Q9D8N0	Eef1g	Elongation factor 1-gamma OS=Mus musculus OX=10090 GN=Eef1g PE=1 SV=3	2.69	0.000114376
Q8C153	Eef2	Uncharacterized protein OS=Mus musculus OX=10090 GN=Eef2 PE=2 SV=1	3.08	5.04E-07
Q6P9L9	Eef2	Eef2 protein (Fragment) OS=Mus musculus OX=10090 GN=Eef2 PE=2 SV=1	-0.19	0.179153768
E9QP49	Ehbp1l1	EH domain-binding protein 1-like protein 1 OS=Mus musculus OX=10090 GN=Ehbp1l1 PE=1 SV=1	6.64	NA
Q3TIT3	Ehd1	Uncharacterized protein OS=Mus musculus OX=10090 GN=Ehd1 PE=2 SV=1	0.83	0.005931792
Q8BH64	Ehd2	EH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ehd2 PE=1 SV=1	0.31	0.000751053
Q3TM70	Ehd4	EH-domain containing 4 OS=Mus musculus OX=10090 GN=Ehd4 PE=1 SV=1	1.69	1.75E-05
P48024	Eif1	Eukaryotic translation initiation factor 1 OS=Mus musculus OX=10090 GN=Eif1 PE=1 SV=2	0.14	0.406464315
Q9CV24	Eif2s1	Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Eif2s1 PE=2 SV=1	6.64	NA
A2AAW9	Eif2s3x	"Eukaryotic translation initiation factor 2 subunit 3, X-linked OS=Mus musculus OX=10090 GN=Eif2s3x PE=1 SV=1"	6.64	NA
P23116	Eif3a	Eukaryotic translation initiation factor 3 subunit A OS=Mus musculus OX=10090 GN=Eif3a PE=1 SV=5	NA	NA
Q8JZQ9	Eif3b	Eukaryotic translation initiation factor 3 subunit B OS=Mus musculus OX=10090 GN=Eif3b PE=1 SV=1	2.85	0.002961469
Q8R1B4	Eif3c	Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus OX=10090 GN=Eif3c PE=1 SV=1	-0.33	0.383203653
O70194	Eif3d	Eukaryotic translation initiation factor 3 subunit D OS=Mus musculus OX=10090 GN=Eif3d PE=1 SV=2	6.64	NA
Q66JW9	Eif3j2	Eif3j protein (Fragment) OS=Mus musculus OX=10090 GN=Eif3j PE=2 SV=1	6.64	NA
Q3UXC2	Eif4a1	Uncharacterized protein OS=Mus musculus OX=10090 GN=Eif4a1 PE=2 SV=1	2.95	0.002025296
Q3TLQ9	Eif4b	Uncharacterized protein OS=Mus musculus OX=10090 GN=Eif4b PE=2 SV=1	6.64	NA
