Gene	Gene synonym	Ensembl	Uniprot	Subcellular main location
FAM207A	C21orf70, PRED56	ENSG00000160256	Q9NSI2	Golgi apparatus, Vesicles
FAM20B	GXK1, KIAA0475	ENSG00000116199	O75063	Golgi apparatus
FAM20C	DKFZp547D065, DMP4, G-CK, IMAGE:4942737	ENSG00000177706	Q8IXL6	Golgi apparatus
FAM210A	C18orf19, HsT2329, MGC24180	ENSG00000177150	Q96ND0	Nucleoplasm, Golgi apparatus, Mitochondria
FAM219A	bA573M23.5, C9orf25, FLJ39031	ENSG00000164970	Q8IW50	Golgi apparatus
FAM219B	C15orf17, FLJ00005	ENSG00000178761	Q5XKK7	Nucleoplasm
FAM228B		ENSG00000219626		Golgi apparatus
FAM229B	C6orf225, DKFZp586F0922, LOC619208	ENSG00000203778	Q4G0N7	Nucleoplasm
FAM241A	C4orf32, FLJ39370	ENSG00000174749	Q8N8J7	Golgi apparatus
FAM3C	GS3876, ILEI	ENSG00000196937	Q92520	Golgi apparatus
FAM78B		ENSG00000188859	Q5VT40	Golgi apparatus, Vesicles
FAM89A	C1orf153, MGC15887	ENSG00000182118	Q96GI7	Golgi apparatus, Vesicles
FAM8A1	AHCP	ENSG00000137414	Q9UBU6	Golgi apparatus
FAR2	FLJ10462, MLSTD1, SDR10E2	ENSG00000064763	Q96K12	Golgi apparatus
FBXL14	Fbl14, MGC40195	ENSG00000171823	Q8N1E6	Nucleoplasm, Golgi apparatus
FBXL8	Fbl8	ENSG00000135722	Q96CD0	Golgi apparatus
FBXO31	FBX14, Fbx31, FBXO14, MGC15419	ENSG00000103264	Q5XUX0	Nucleoplasm
FBXW4	dactylin, Fbw4, SHFM3	ENSG00000107829	P57775	Golgi apparatus
FCGBP	FC(GAMMA)BP	ENSG00000275395		Plasma membrane
FCGR2A	CD32, CD32A, CDw32, FCG2, FCGR2, FCGR2A1, IGFR2	ENSG00000143226	P12318	Plasma membrane
FEM1A		ENSG00000141965	Q9BSK4	Nucleoplasm, Golgi apparatus
FEZ2		ENSG00000171055	Q9UHY8	Nucleoli
FKBP14	FKBP22, FLJ20731	ENSG00000106080	Q9NWM8	Cytosol
FKBP9	FKBP60, FKBP63	ENSG00000122642	O95302	Golgi apparatus, Mitochondria
FKRP	LGMD2I, MDC1C	ENSG00000181027	Q9H9S5	Nucleoplasm, Golgi apparatus, Cytosol
FLNB	ABP-278, FH1, FLN1L, LRS1, TABP, TAP	ENSG00000136068	O75369	Plasma membrane
FLOT1		ENSG00000137312	O75955	Golgi apparatus
FMNL2	FHOD2, KIAA1902	ENSG00000157827	Q96PY5	Cytosol
FMNL3	DKFZp762B245, MGC45819, WBP3	ENSG00000161791	Q8IVF7	Golgi apparatus, Vesicles, Plasma membrane
FO681492.1		ENSG00000277758		Golgi apparatus
FPR1	FMLP, FPR	ENSG00000171051	P21462	Golgi apparatus
FRMD3	EPB41L4O, MGC20553	ENSG00000172159	A2A2Y4	Golgi apparatus, Plasma membrane
FRMD4A	bA295P9.4, FLJ10210, FRMD4, KIAA1294	ENSG00000151474	Q9P2Q2	Golgi apparatus
FURIN	FUR, PACE, PCSK3, SPC1	ENSG00000140564	P09958	Golgi apparatus
FUT10		ENSG00000172728	Q6P4F1	Nucleoplasm, Endoplasmic reticulum, Golgi apparatus
FUT11	MGC33202	ENSG00000196968	Q495W5	Nuclear membrane
FUT6	FCT3A, FLJ40754, FT1A, FucT-VI	ENSG00000156413	P51993	Golgi apparatus
FUT7		ENSG00000180549	Q11130	Golgi apparatus
FUT8		ENSG00000033170	Q9BYC5	Golgi apparatus
G2E3	FLJ20333, KIAA1333, PHF7B	ENSG00000092140	Q7L622	Cytosol
GABRD		ENSG00000187730	O14764	Golgi apparatus, Vesicles
GAGE1	CT4.1	ENSG00000205777	Q13068	Plasma membrane
GAGE10		ENSG00000215274	A6NGK3	Plasma membrane
GAGE12C		ENSG00000237671	A1L429	Plasma membrane
GAGE12D		ENSG00000227488	A1L429	Plasma membrane
GAGE12E		ENSG00000216649	A1L429	Plasma membrane
GAGE12F		ENSG00000236362	P0CL80, P0CL82, O76087	Plasma membrane
GAGE12G		ENSG00000215269	P0CL81, O76087, P0CL82	Plasma membrane
GAGE12H		ENSG00000224902	A6NDE8	Plasma membrane
GAGE12J	GAGE11	ENSG00000224659	A6NER3	Plasma membrane
GAGE13	GAGE12A	ENSG00000274274		Plasma membrane
GAGE2A	CT4.2, GAGE2	ENSG00000189064	Q6NT46	Plasma membrane
GAGE2E	GAGE8	ENSG00000275113		Plasma membrane
GAK	DNAJC26	ENSG00000178950	O14976	Golgi apparatus
GAL	GAL-GMAP, GALN, GLNN, GMAP	ENSG00000069482	P22466	Golgi apparatus
GALK1	GALK	ENSG00000108479	P51570	Cytosol
GALNT10	GalNAc-T10	ENSG00000164574	Q86SR1	Plasma membrane
GALNT14	FLJ12691, GalNac-T10, GalNac-T14	ENSG00000158089	Q96FL9	Golgi apparatus
GALNT15	GALNT7, GALNTL2, pp-GalNAc-T15	ENSG00000131386	Q8N3T1	Golgi apparatus
GALNT17	GalNAc-T17, GalNAc-T19, GalNAc-T5L, GALNTL3, ppGalNAc-T17, WBSCR17	ENSG00000185274	Q6IS24	Nucleoplasm, Golgi apparatus
GALNT2	GalNAc-T2	ENSG00000143641	Q10471	Golgi apparatus
GALNT3	GalNAc-T3, HFTC, HHS	ENSG00000115339	Q14435	Golgi apparatus
GALNT4	GalNAc-T4	ENSG00000257594	Q8N4A0	Golgi apparatus
GALNT5	GalNAc-T5	ENSG00000136542	Q7Z7M9	Nucleoli, Golgi apparatus, Cytosol
GALNT6	GalNAc-T6	ENSG00000139629	Q8NCL4	Nucleoplasm, Golgi apparatus
GALNT7	GALNAC-T7	ENSG00000109586	Q86SF2	Golgi apparatus
GALNT8	GALNAC-T8	ENSG00000130035	Q9NY28, P17658	Golgi apparatus, Vesicles
GBA2	AD035, DKFZp762K054, KIAA1605, SPG46	ENSG00000070610	Q9HCG7	Nucleoplasm, Golgi apparatus
GBF1	ARF1GEF, KIAA0248	ENSG00000107862	Q92538	Golgi apparatus
GBP4	Mpa2	ENSG00000162654	Q96PP9	Golgi apparatus
GCC1	FLJ22035, GCC1P, GCC88, MGC20706	ENSG00000179562	Q96CN9	Golgi apparatus
GCC2	GCC185, KIAA0336	ENSG00000135968	Q8IWJ2	Golgi apparatus
GCGR	GGR	ENSG00000215644	P47871	Golgi apparatus
GCK	HK4, MODY2	ENSG00000106633	P35557	Golgi apparatus, Cytosol
GCNT2	bA360O19.2, bA421M1.1, CCAT, GCNT5, IGNT, II, NACGT1, NAGCT1, ULG3	ENSG00000111846	Q8N0V5	Golgi apparatus
GCNT3	C2/4GnT, C2GnT-M, C2GnT2	ENSG00000140297	O95395	Golgi apparatus, Vesicles
GCNT4	C2GNT3	ENSG00000176928	Q9P109	Golgi apparatus
GDF15	MIC-1, MIC1, NAG-1, PDF, PLAB, PTGFB	ENSG00000130513	Q99988	Golgi apparatus
GDPD5	GDE2, PP1665	ENSG00000158555	Q8WTR4	Golgi apparatus
GFRA1	GDNFR, GDNFRA, GFR-ALPHA-1, RET1L, RETL1, TRNR1	ENSG00000151892	P56159	Golgi apparatus
GGA1		ENSG00000100083	Q9UJY5	Golgi apparatus, Vesicles
GGA2	KIAA1080, VEAR	ENSG00000103365	Q9UJY4	Golgi apparatus
GGA3	KIAA0154	ENSG00000125447	Q9NZ52	Golgi apparatus
GIPC3	C19orf64, DFNB15, DFNB72, DFNB95	ENSG00000179855	Q8TF64	Nucleoplasm
GLB1	EBP, ELNR1	ENSG00000170266	P16278	Vesicles
GLG1	CFR-1, ESL-1, MG-160	ENSG00000090863	Q92896	Golgi apparatus
GLIPR1L2	MGC39497	ENSG00000180481	Q4G1C9	Vesicles
GLT8D2	FLJ31494	ENSG00000120820	Q9H1C3	Golgi apparatus, Vesicles
GLYATL1	FLJ34646, MGC15397	ENSG00000166840	Q969I3	Golgi apparatus
GLYATL1B	GLYATL1P3	ENSG00000255151		Golgi apparatus
GLYCTK	HBEBP2, HBEBP4	ENSG00000168237	Q8IVS8	Cytosol
GNB1		ENSG00000078369	P62873	Plasma membrane
GNB3		ENSG00000111664	P16520	Plasma membrane
GNPDA1	GNPDA, GNPI, GPI, HLN, KIAA0060	ENSG00000113552	P46926	Vesicles
GNPDA2	SB52	ENSG00000163281	Q8TDQ7	Vesicles
GNPTAB	GNPTA, KIAA1208, MGC4170	ENSG00000111670	Q3T906	Golgi apparatus
GOLGA1	golgin-97, MGC33154	ENSG00000136935	Q92805	Golgi apparatus
GOLGA2	GM130, golgin-95	ENSG00000167110	Q08379	Golgi apparatus
GOLGA3	GCP170, golgin-160, MEA-2	ENSG00000090615	Q08378	Golgi apparatus
GOLGA4	GCP2, GOLG, golgin-240, p230	ENSG00000144674	Q13439	Golgi apparatus
GOLGA5	golgin-84, GOLIM5, ret-II, rfg5	ENSG00000066455	Q8TBA6	Golgi apparatus
GOLGA8A	GM88, GOLGIN-67	ENSG00000175265	A7E2F4	Golgi apparatus
GOLGA8B		ENSG00000215252	A8MQT2	Golgi apparatus
GOLGB1	GCP, GCP372, giantin, GOLIM1	ENSG00000173230	Q14789	Golgi apparatus
GOLIM4	GIMPC, GOLPH4, GPP130, P138	ENSG00000173905	O00461	Golgi apparatus
GOLM1	bA379P1.3, C9orf155, FLJ23608, GOLPH2, GP73	ENSG00000135052	Q8NBJ4	Golgi apparatus
GOLPH3	GOPP1, GPP34, MIDAS, Vps74	ENSG00000113384	Q9H4A6	Golgi apparatus, Vesicles
GOPC	CAL, dJ94G16.2, FIG, GOPC1, PIST	ENSG00000047932	Q9HD26	Golgi apparatus
GORAB	FLJ11752, GO, NTKL-BP1, SCYL1BP1	ENSG00000120370	Q5T7V8	Golgi apparatus, Cytosol
GORASP1	FLJ23443, GOLPH5, GRASP65, P65	ENSG00000114745	Q9BQQ3	Golgi apparatus
GORASP2	GOLPH6, GRASP55, GRS2	ENSG00000115806	Q9H8Y8	Golgi apparatus
GOSR2	Bos1, GS27	ENSG00000108433	O14653	Nucleoplasm, Golgi apparatus
GPC6		ENSG00000183098	Q9Y625	Golgi apparatus, Vesicles
GPR107	FLJ20998, KIAA1624, LUSTR1, RP11-88G17	ENSG00000148358	Q5VW38	Golgi apparatus
GPR108	LUSTR2	ENSG00000125734	Q9NPR9	Golgi apparatus
GPSM1	AGS3, DKFZP727I051	ENSG00000160360	Q86YR5	Golgi apparatus
GRAMD2B	FLJ21313, GRAMD3, NS3TP2	ENSG00000155324	Q96HH9	Cytosol
GSKIP	C14orf129	ENSG00000100744	Q9P0R6	Golgi apparatus, Vesicles
GTPBP1	GP-1, HSPC018	ENSG00000100226	O00178	Golgi apparatus, Cytosol
H1F0	H10, H1FV	ENSG00000189060	P07305	Nucleoplasm, Nuclear bodies
HABP4	IHABP4, SERBP1L	ENSG00000130956	Q5JVS0	Nucleoplasm
HDAC3	HD3, RPD3, RPD3-2	ENSG00000171720	O15379	Nucleoplasm
HDAC5	FLJ90614, KIAA0600, NY-CO-9	ENSG00000108840	Q9UQL6	Nuclear speckles
HELLS	LSH, Nbla10143, PASG, SMARCA6	ENSG00000119969	Q9NRZ9	Nucleoplasm
HEPN1		ENSG00000221932	Q6WQI6	Golgi apparatus
HFM1	FLJ36760, FLJ39011, MER3, SEC63D1	ENSG00000162669	A2PYH4	Golgi apparatus, Vesicles
HGD	AKU, HGO	ENSG00000113924	Q93099	Golgi apparatus
HHAT	FLJ10724, GUP2, MART-2, MART2, rasp, sit, ski, Skn	ENSG00000054392	Q5VTY9	Golgi apparatus
HID1	C17orf28, DMC1, HID-1	ENSG00000167861	Q8IV36	Golgi apparatus, Cytosol
HLA-A		ENSG00000206503	P16188, P04439, P13746	Plasma membrane
HLA-DQB1	CELIAC1, HLA-DQB, IDDM1	ENSG00000179344		Rods & Rings
HMOX1	bK286B10, HO-1	ENSG00000100292	P09601	Golgi apparatus, Plasma membrane
HOOK3	HK3	ENSG00000168172	Q86VS8	Centriolar satellite
HOXB6	HOX2, HOX2B	ENSG00000108511	P17509	Nucleoplasm
HPS3	BLOC2S1, SUTAL	ENSG00000163755	Q969F9	Golgi apparatus, Plasma membrane
HSD17B13	SCDR9, SDR16C3	ENSG00000170509	Q7Z5P4	Vesicles
HSPA12A	FLJ13874, KIAA0417	ENSG00000165868	O43301	Golgi apparatus, Cytosol
HSPB6	FLJ32389, Hsp20, PPP1R91	ENSG00000004776	O14558	Cytosol
HYI	HT036	ENSG00000178922	Q5T013	Plasma membrane, Cytosol
IFNGR2	AF-1, IFNGT1	ENSG00000159128	P38484	Nucleoplasm, Golgi apparatus
IFT74	CCDC2, CMG-1, CMG1, FLJ22621	ENSG00000096872	Q96LB3	Golgi apparatus
IGF2R	CD222, CI-M6PR, CI-MPR, CIMPR, M6P-R, MPR1, MPR300, MPRI	ENSG00000197081	P11717	Golgi apparatus, Vesicles
IGFBP1	AFBP, hIGFBP-1, IBP1, IGF-BP25, PP12	ENSG00000146678	P08833	Golgi apparatus
IGFBP5		ENSG00000115461	P24593	Golgi apparatus, Vesicles
IGFBP7	FSTL2, IGFBP-7, MAC25, PSF	ENSG00000163453	Q16270	Golgi apparatus
IL17RD	FLJ35755, IL-17RD, IL17RLM, SEF	ENSG00000144730	Q8NFM7	Golgi apparatus
IL18	IGIF, IL-18, IL-1g, IL1F4	ENSG00000150782	Q14116	Nucleoplasm, Golgi apparatus
IL6ST	CD130, GP130	ENSG00000134352	P40189	Plasma membrane
ILVBL	209L8, AHAS, FLJ39061, HACL1L, ILV2H, MGC1269, MGC19535	ENSG00000105135	A1L0T0	Golgi apparatus, Vesicles
IMPAD1	FLJ20421, gPAPP, IMPA3	ENSG00000104331	Q9NX62	Golgi apparatus
ING2	ING1L, p33ING2	ENSG00000168556	Q9H160	Nucleoplasm
INMT		ENSG00000241644	O95050	Golgi apparatus, Vesicles
INPPL1	SHIP2	ENSG00000165458	O15357	Golgi apparatus, Cytosol
IRX1	IRX-5	ENSG00000170549	P78414	Golgi apparatus
ISLR	HsT17563	ENSG00000129009	O14498	Plasma membrane
ITIH2	H2P	ENSG00000151655	P19823	Golgi apparatus
ITIH5	MGC10848	ENSG00000123243		Golgi apparatus
ITM2A	BRICD2A, E25A	ENSG00000078596	O43736	Vesicles
ITM2B	BRI, BRI2, BRICD2B, E25B, E3-16	ENSG00000136156	Q9Y287	Golgi apparatus, Vesicles
JAG1	AGS, AHD, AWS, CD339, HJ1, JAGL1	ENSG00000101384	P78504	Golgi apparatus, Plasma membrane
JAKMIP2	JAMIP2, KIAA0555	ENSG00000176049	Q96AA8	Golgi apparatus
JAM3	JAM-C, JAMC	ENSG00000166086	Q9BX67	Golgi apparatus
JHY	C11orf63, FLJ23554, Jhy	ENSG00000109944	Q6NUN7	Nucleoplasm
KCNF1	IK8, KCNF, kH1, Kv5.1	ENSG00000162975	Q9H3M0	Golgi apparatus
KCNJ12	hIRK1, IRK2, KCNJN1, Kir2.2, Kir2.2v	ENSG00000184185	Q14500	Golgi apparatus
KCNJ18	KIR2.6, TTPP2	ENSG00000260458	B7U540	Golgi apparatus
KCNS3	Kv9.3	ENSG00000170745	Q9BQ31	Cytosol
KCTD15	MGC25497	ENSG00000153885	Q96SI1	Nucleoplasm, Golgi apparatus
KDELR1	ERD2, ERD2.1, HDEL	ENSG00000105438	P24390	Golgi apparatus
KIAA0141	DELE	ENSG00000081791	Q14154	Nucleoplasm
KIAA0319L	AAVR, KIAA1837	ENSG00000142687	Q8IZA0	Golgi apparatus
KIAA1024		ENSG00000169330	Q9UPX6	Golgi apparatus
KIAA1147	LCHN	ENSG00000257093	A4D1U4	Golgi apparatus
KIAA1211		ENSG00000109265	Q6ZU35	Nucleoplasm
KIAA1755	RP5-1054A22.3	ENSG00000149633	Q5JYT7	Nucleoli
KIAA2013	MGC33867, RP5-1077B9.1	ENSG00000116685	Q8IYS2	Golgi apparatus
KIF3B	FLA8, KIAA0359, KLP-11	ENSG00000101350	O15066	Nucleoplasm
KLF5	BTEB2, CKLF, IKLF	ENSG00000102554	Q13887	Nucleoplasm
KLF7	UKLF	ENSG00000118263	O75840	Golgi apparatus
KLHL20	KHLHX, KLEIP	ENSG00000076321	Q9Y2M5	Golgi apparatus, Cytosol
KLHL22	FLJ14360, KELCHL	ENSG00000099910	Q53GT1	Golgi apparatus, Mitotic spindle
KRBOX1		ENSG00000240747	C9JBD0	Nucleoplasm
KRT2	KRT2A, KRTE	ENSG00000172867	P35908	Intermediate filaments, Cytosol
LACTB2	CGI-83	ENSG00000147592	Q53H82	Cytosol
LAMTOR1	C11orf59, FLJ20625, p18, p27RF-Rho, Pdro, Ragulator1	ENSG00000149357	Q6IAA8	Golgi apparatus
LAPTM4A	HUMORF13, KIAA0108, LAPTM4, MBNT, Mtrp	ENSG00000068697	Q15012	Golgi apparatus, Vesicles
LAPTM4B	LC27	ENSG00000104341	Q86VI4	Golgi apparatus
LAT	LAT1	ENSG00000213658	O43561	Plasma membrane
LAX1	FLJ20340, LAX	ENSG00000122188	Q8IWV1	Plasma membrane, Cytosol
LCK		ENSG00000182866	P06239	Golgi apparatus
LDLRAD1		ENSG00000203985	Q5T700	Nucleoplasm
LGI4		ENSG00000153902	Q8N135	Golgi apparatus
LHFPL4		ENSG00000156959	Q7Z7J7	Golgi apparatus
LHX1	LIM-1, LIM1	ENSG00000273706	P48742	Nucleoplasm
LIFR	CD118	ENSG00000113594	P42702	Nuclear speckles
LIG1		ENSG00000105486	P18858	Nucleoplasm
LMX1A	LMX1, LMX1.1	ENSG00000162761	Q8TE12	Nucleoplasm, Golgi apparatus, Vesicles
LRAT	LCA14	ENSG00000121207	O95237	Golgi apparatus
LRBA	BGL, CDC4L, LAB300, LBA	ENSG00000198589	P50851	Golgi apparatus
LRIG2	KIAA0806	ENSG00000198799	O94898	Golgi apparatus
LRRC27	KIAA1674	ENSG00000148814	Q9C0I9	Golgi apparatus
LRRC28	FLJ34269, FLJ45242, MGC24976	ENSG00000168904	Q86X40	Nucleoplasm
LRRC4	NAG14	ENSG00000128594	Q9HBW1	Golgi apparatus
LRRC43	MGC35140	ENSG00000158113	Q8N309	Golgi apparatus
LRRC63	RP11-139H14.4	ENSG00000173988		Golgi apparatus
LRRC8C	AD158	ENSG00000171488	Q8TDW0	Golgi apparatus
LTBR	D12S370, TNF-R-III, TNFCR, TNFR-RP, TNFR2-RP, TNFRSF3	ENSG00000111321	P36941	Golgi apparatus
LY75	CD205, CLEC13B, DEC-205	ENSG00000054219	O60449	Golgi apparatus
LYL1	bHLHa18	ENSG00000104903	P12980	Golgi apparatus
LYN	JTK8	ENSG00000254087	P07948	Golgi apparatus, Plasma membrane
LYZ		ENSG00000090382	P61626	Golgi apparatus, Actin filaments
MAFB	KRML	ENSG00000204103	Q9Y5Q3	Nucleoplasm
MAGEA9	CT1.9, MAGE9, MGC8421	ENSG00000123584	P43362	Nucleoplasm, Golgi apparatus
MAGEA9B		ENSG00000267978	P43362	Nucleoplasm, Golgi apparatus
MAL		ENSG00000172005	P21145	Golgi apparatus
MALRD1	bA265G8.2, C10orf112, Diet1	ENSG00000204740	Q5VYJ5	Golgi apparatus
MAN1A1		ENSG00000111885	P33908	Golgi apparatus
MAN1A2	MAN1B	ENSG00000198162	O60476	Golgi apparatus
MAN2A1	GOLIM7, MANA2	ENSG00000112893	Q16706	Golgi apparatus
MANEA	FLJ12838, mandaselin	ENSG00000172469	Q5SRI9	Golgi apparatus
MANEAL	FLJ31434	ENSG00000185090	Q5VSG8	Golgi apparatus
MANSC1	FLJ10298, LOH12CR3	ENSG00000111261	Q9H8J5	Golgi apparatus, Vesicles
MAP2K7	Jnkk2, MKK7, PRKMK7	ENSG00000076984	O14733	Plasma membrane, Cytosol
MAPK4	Erk3-related, Erk4, PRKM4	ENSG00000141639	P31152	Nucleoplasm, Golgi apparatus
MARCO	SCARA2, SR-A6	ENSG00000019169	Q9UEW3	Golgi apparatus
MARF1	KIAA0430, LKAP, LMKB, Marf1, PPP1R34	ENSG00000166783	Q9Y4F3	Golgi apparatus, Vesicles
MASP2	MASP1P1	ENSG00000009724	O00187	Golgi apparatus
MATN3	EDM5, HOA	ENSG00000132031	O15232	Endoplasmic reticulum, Golgi apparatus
MAX	bHLHd4, bHLHd5, bHLHd6, bHLHd7, bHLHd8	ENSG00000125952	P61244	Nucleoplasm
MBNL3	CHCR, FLJ11316, MBLX39, MBXL	ENSG00000076770	Q9NUK0	Vesicles
MBOAT4	FKSG89, GOAT, OACT4	ENSG00000177669	Q96T53	Golgi apparatus
MCOLN1	ML4, MLIV, MST080, MSTP080, TRPM-L1, TRPML1	ENSG00000090674	Q9GZU1	Golgi apparatus, Vesicles
MDFIC	HIC, MDFIC1	ENSG00000135272	Q9P1T7	Nucleoplasm, Golgi apparatus
MDGA1	GPIM, MAMDC3	ENSG00000112139	Q8NFP4	Plasma membrane
MED13L	KIAA1025, THRAP2, TRAP240L	ENSG00000123066	Q71F56	Nucleoplasm, Golgi apparatus
MED8	ARC32, MGC17544, MGC19641	ENSG00000159479	Q96G25	Nucleoplasm
MEST	PEG1	ENSG00000106484	Q5EB52	Golgi apparatus, Cytosol
METTL15	FLJ33979, METT5D1	ENSG00000169519	A6NJ78	Golgi apparatus, Plasma membrane
METTL26	C16orf13, MGC13114	ENSG00000130731	Q96S19	Golgi apparatus
MFAP3		ENSG00000037749	P55082	Golgi apparatus
MFSD13A	bA18I14.8, C10orf77, FLJ22529, TMEM180	ENSG00000138111	Q14CX5	Golgi apparatus, Cytosol
MGAT2	GNT-II	ENSG00000168282	Q10469	Golgi apparatus
MGAT4A	GnT-4a, GnT-Iva	ENSG00000071073	Q9UM21	Golgi apparatus
MICAL2	KIAA0750	ENSG00000133816	O94851, Q6ZW33	Golgi apparatus, Cytosol
MICB	PERB11.2	ENSG00000204516	Q29980	Golgi apparatus, Vesicles
MIF4GD	AD023, MGC45027, MIFD, SLIP1	ENSG00000125457	A9UHW6	Nucleoli
MKRN2OS	C3orf83, MKRN2-AS1	ENSG00000225526	H3BPM6	Golgi apparatus
MLST8	GbetaL, GBL, Lst8, Pop3	ENSG00000167965	Q9BVC4	Nucleoplasm
MPIG6B	C6orf25, G6b, G6b-B, NG31	ENSG00000204420	O95866	Endoplasmic reticulum, Golgi apparatus
MPLKIP	C7orf11, ORF20, TTDN1	ENSG00000168303	Q8TAP9	Nucleoplasm
MPPE1	PGAP5	ENSG00000154889	Q53F39	Nucleoplasm, Golgi apparatus
MPZL3		ENSG00000160588	Q6UWV2	Golgi apparatus
MS4A12	FLJ20217, Ms4a10	ENSG00000071203	Q9NXJ0	Plasma membrane, Cytosol
MS4A3	CD20L, HTM4	ENSG00000149516	Q96HJ5	Golgi apparatus
MSH6	GTBP	ENSG00000116062	P52701	Nucleoplasm
MVB12A	FAM125A, FLJ32495	ENSG00000141971	Q96EY5	Nucleoplasm
MVB12B	C9orf28, FAM125B, FLJ00001	ENSG00000196814	Q9H7P6	Golgi apparatus, Vesicles
MYLK4	SgK085	ENSG00000145949	Q86YV6	Golgi apparatus
MYOM3	FLJ35961	ENSG00000142661	Q5VTT5	Vesicles
MYRIP	DKFZp586F1018, exophilin-8, MyRIP, SLAC2-C, SLAC2C	ENSG00000170011	Q8NFW9	Nucleoplasm, Nucleoli fibrillar center, Golgi apparatus
NAA11	ARD1B, ARD2, hARD2	ENSG00000156269	Q9BSU3	Nucleoplasm
NAA25	C12orf30, FLJ13089	ENSG00000111300	Q14CX7	Golgi apparatus, Cytosol
NAB1		ENSG00000138386	Q13506	Nucleoplasm, Plasma membrane
NADSYN1	FLJ10631	ENSG00000172890	Q6IA69	Vesicles
NAPRT	NAPRT1, PP3856	ENSG00000147813	Q6XQN6	Golgi apparatus
NBAS	NAG	ENSG00000151779	A2RRP1	Golgi apparatus
NBEA	BCL8B, FLJ10197, KIAA1544, LYST2	ENSG00000172915	Q8NFP9	Golgi apparatus
NBN	AT-V1, AT-V2, ATV, NBS, NBS1	ENSG00000104320	O60934	Golgi apparatus
NCKAP5	ERIH1, ERIH2, NAP5	ENSG00000176771	O14513	Nucleoli
NCKAP5L	KIAA1602	ENSG00000167566	Q9HCH0	Golgi apparatus
NCOA4	ARA70, DKFZp762E1112, ELE1, PTC3, RFG	ENSG00000266412	Q13772	Nucleoli
NCOA7	dJ187J11.3, ERAP140, TLDC4	ENSG00000111912	Q8NI08	Nuclear bodies
NECAB3	APBA2BP, dJ63M2.4, dJ63M2.5, EFCBP3, NIP1, SYTIP2, XB51	ENSG00000125967	Q96P71	Golgi apparatus
NEO1	HsT17534, IGDCC2, NGN, NTN1R2	ENSG00000067141	Q92859	Nucleoplasm, Plasma membrane
NETO1	BCTL1, BTCL1	ENSG00000166342	Q8TDF5	Golgi apparatus
NETO2	FLJ10430, NEOT2	ENSG00000171208	Q8NC67	Golgi apparatus
NHLH1	bHLHa35, HEN1, NSCL, NSCL1	ENSG00000171786	Q02575	Golgi apparatus
NIPA2	SLC57A2	ENSG00000140157	Q8N8Q9	Golgi apparatus
NIPAL1	DKFZp686A06115, NPAL1	ENSG00000163293	Q6NVV3	Golgi apparatus
NKX2-1	BCH, NKX2A, TITF1, TTF-1, TTF1	ENSG00000136352	P43699	Golgi apparatus, Vesicles
NLGN3	ASPGX1, AUTSX1, HNL3, KIAA1480	ENSG00000196338	Q9NZ94	Golgi apparatus, Cell Junctions
NLRP2	CLR19.9, FLJ20510, NALP2, NBS1, PAN1, PYPAF2	ENSG00000022556	Q9NX02	Golgi apparatus, Vesicles, Cytosol
NLRP7	CLR19.4, NALP7, NOD12, PAN7, PYPAF3	ENSG00000167634	Q8WX94	Golgi apparatus
NMT2		ENSG00000152465	O60551	Golgi apparatus, Plasma membrane, Cytosol
NNMT		ENSG00000166741	P40261	Golgi apparatus
NOD2	BLAU, CARD15, CD, CLR16.3, IBD1, NLRC2, PSORAS1	ENSG00000167207	Q9HC29	Golgi apparatus, Cytosol
NOVA2	ANOVA, NOVA3	ENSG00000104967	Q9UNW9	Golgi apparatus
NPTX2		ENSG00000106236	P47972	Golgi apparatus, Actin filaments
NPY	PYY4	ENSG00000122585	P01303	Golgi apparatus
NRTN	NTN	ENSG00000171119	Q99748	Golgi apparatus
NSG2	CALY3, HMP19, Nsg2	ENSG00000170091	Q9Y328	Golgi apparatus
NSUN6	ARL5B-AS1, FLJ23743, NOPD1	ENSG00000241058	Q8TEA1	Golgi apparatus
NTAN1		ENSG00000157045	Q96AB6	Nucleoplasm
NTF4	GLC1O, NT-4/5, NTF5	ENSG00000225950	P34130	Golgi apparatus
NUCB1	Calnuc, NUC	ENSG00000104805	Q02818	Golgi apparatus
NUCB2	NEFA	ENSG00000070081		Golgi apparatus
NUDT18	FLJ22494, MTH3	ENSG00000275074	Q6ZVK8	Nucleoplasm
NUDT7		ENSG00000140876	P0C024	Golgi apparatus
NXN	FLJ12614, NRX	ENSG00000167693	Q6DKJ4	Golgi apparatus, Cytosol
NYAP1	C7orf51, FLJ37538, KIAA1486L	ENSG00000166924	Q6ZVC0	Golgi apparatus, Vesicles
NYNRIN	CGIN1, FLJ11811, KIAA1305	ENSG00000205978	Q9P2P1	Golgi apparatus
OAZ2		ENSG00000180304	O95190	Golgi apparatus
OCEL1	FLJ22709	ENSG00000099330	Q9H607	Golgi apparatus
OGFRL1	dJ331H24.1	ENSG00000119900	Q5TC84	Golgi apparatus
ORM1		ENSG00000229314	P02763	Vesicles
ORM2	AGP-B, AGP2	ENSG00000228278	P19652	Vesicles
OSBP	OSBP1	ENSG00000110048	P22059	Golgi apparatus
OSBPL10		ENSG00000144645	Q9BXB5	Golgi apparatus, Plasma membrane, Cytosol
