Gene	Gene synonym	Ensembl	Uniprot	Subcellular main location
GET4	C7orf20, CEE, CGI-20, H_NH1244M04.5, TRC35	ENSG00000239857	Q7L5D6	Nucleoplasm, Cytosol
GFPT1	GFA, GFAT, GFAT1, GFPT	ENSG00000198380	Q06210	Nucleoli
GIN1	FLJ20125, GIN-1, TGIN1, ZH2C2	ENSG00000145723	Q9NXP7	Nucleoplasm, Nucleoli
GJC1	CX45, GJA7	ENSG00000182963	P36383	Nucleoli, Cytosol
GLCCI1	FAM117C, GIG18, TSSN1	ENSG00000106415	Q86VQ1	Nucleoli
GLE1	GLE1L, hGLE1, LCCS1	ENSG00000119392	Q53GS7	Nuclear membrane
GLI2	HPE9, THP1, THP2	ENSG00000074047	P10070	Nucleoplasm, Nucleoli
GLOD4	C17orf25, CGI-150, HC71	ENSG00000167699	Q9HC38	Cytosol
GMPR2		ENSG00000100938	Q9P2T1	Nucleoplasm
GNAI1		ENSG00000127955	P63096	Centrosome
GNAI3	87U6	ENSG00000065135	P08754	Centrosome
GNL2	HUMAUANTIG, Ngp-1, Nog2, Nug2	ENSG00000134697	Q13823	Nucleoli
GNL3	C77032, E2IG3, MGC800, NS	ENSG00000163938	Q9BVP2	Nucleoli
GNL3L	FLJ10613, GNL3B	ENSG00000130119	Q9NVN8	Nucleoli
GON7	C14orf142	ENSG00000170270	Q9BXV9	Nucleoplasm, Nucleoli
GORAB	FLJ11752, GO, NTKL-BP1, SCYL1BP1	ENSG00000120370	Q5T7V8	Golgi apparatus, Cytosol
GPALPP1	AD029, bA245H20.2, KIAA1704, LSR7	ENSG00000133114	Q8IXQ4	Nucleoli
GPATCH4	DKFZP434F1735, FLJ20249, GPATC4	ENSG00000160818		Nucleoplasm, Nucleoli
GPR137	C11orf4, GPR137A, TM7SF1L1	ENSG00000173264	Q96N19	Nucleoplasm, Nucleoli
GPR157	FLJ12132	ENSG00000180758	Q5UAW9	Nucleoli
GPR161	RE2	ENSG00000143147	Q8N6U8	Nucleoplasm
GPR65	hTDAG8, TDAG8	ENSG00000140030	Q8IYL9	Vesicles
GPRC5B	RAIG-2	ENSG00000167191	Q9NZH0	Vesicles
GPRIN3	FLJ42625, GRIN3	ENSG00000185477	Q6ZVF9	Nucleoli
GRAMD1B	KIAA1201, LINC01059	ENSG00000023171	Q3KR37	Nucleoli
GRAMD2A	GRAMD2	ENSG00000175318	Q8IUY3	Nucleoli, Nuclear speckles
GRWD1	GRWD, RRB1, WDR28	ENSG00000105447	Q9BQ67	Nucleoli
GSKIP	C14orf129	ENSG00000100744	Q9P0R6	Golgi apparatus, Vesicles
GTF3C1	TFIIIC220	ENSG00000077235	Q12789	Nucleoli
GTPBP4	CRFG, FLJ10686, FLJ10690, NGB, NOG1	ENSG00000107937	Q9BZE4	Nucleoli
GTSF1L	C20orf65, dJ1028D15.4, FAM112A	ENSG00000124196	Q9H1H1	Nucleoli
GYG2	GN-2	ENSG00000056998	O15488	Nucleoli, Cytosol
GZF1	dJ322G13.2, ZBTB23, ZNF336	ENSG00000125812	Q9H116	Nucleoplasm, Nucleoli
H1FX	H1X, MGC15959, MGC8350	ENSG00000184897	Q92522	Nucleoplasm, Nucleoli
HAP1	HAP2, hHLP1, HIP5, HLP	ENSG00000173805	P54257	Cytosol
HAUS7	UCHL5IP, UIP1	ENSG00000213397	Q99871	Plasma membrane, Centrosome, Cytosol
HDDC2	C6orf74, CGI-130, dJ167O5.2	ENSG00000111906	Q7Z4H3	Nucleoli
HDHD3	C9orf158, MGC12904	ENSG00000119431	Q9BSH5	Nucleoli
HEATR5B	DKFZp686P15184, KIAA1414	ENSG00000008869	Q9P2D3	Nucleoplasm, Nucleoli
HECTD1	KIAA1131	ENSG00000092148	Q9ULT8	Nucleoplasm, Nucleoli
HELZ	DHRC, HUMORF5, KIAA0054	ENSG00000198265	P42694	Nucleoli
HERPUD2	FLJ22313	ENSG00000122557	Q9BSE4	Nucleoli
HES6	bHLHb41	ENSG00000144485	Q96HZ4	Nucleoli, Nuclear bodies
HES7	bHLHb37	ENSG00000179111	Q9BYE0	Nucleoplasm
HINT3	FLJ33126	ENSG00000111911	Q9NQE9	Nucleoli, Mitochondria
HIST1H1C	H1.2, H1c, H1F2, H1s-1	ENSG00000187837	P16403	Nucleoplasm, Nucleoli
HJURP	DKFZp762E1312, FAKTS, hFLEG1, URLC9	ENSG00000123485	Q8NCD3	Nucleoplasm, Nucleoli
HMGA1	HMGIY	ENSG00000137309	P17096	Nucleoplasm
HMGA2	BABL, HMGIC, LIPO	ENSG00000149948	P52926	Nucleoplasm, Nucleoli
HMGB2	HMG2	ENSG00000164104	P26583	Nucleoplasm
HMGB3	HMG2A, HMG4, MGC90319	ENSG00000029993	O15347	Nucleoplasm, Nucleoli
HMGN2	HMG17	ENSG00000198830	P05204	Nucleoplasm
HMGXB3	HMGX3, KIAA0194, SMF	ENSG00000113716	Q12766	Nucleoli
HOMEZ	KIAA1443	ENSG00000215271	Q8IX15	Nucleoplasm, Nucleoli
HORMAD1	CT46, DKFZP434A1315	ENSG00000143452	Q86X24	Nucleoplasm
HOXD9	HOX4, HOX4C	ENSG00000128709	P28356	Nucleoplasm, Nucleoli
HS1BP3	FLJ14249, HS1-BP3	ENSG00000118960	Q53T59	Nucleoli
HSD3B1	HSD3B, HSDB3, SDR11E1	ENSG00000203857	P14060	Nucleoli, Endoplasmic reticulum
HSD3B2	SDR11E2	ENSG00000203859	P26439	Nucleoli, Endoplasmic reticulum
HSPB6	FLJ32389, Hsp20, PPP1R91	ENSG00000004776	O14558	Cytosol
HTD2		ENSG00000255154	P86397	Mitochondria
IDH3G		ENSG00000067829	P51553	Nucleoli, Mitochondria
IER5		ENSG00000162783	Q5VY09	Nucleoplasm
IFI16	IFNGIP1, PYHIN2	ENSG00000163565	Q16666	Nucleoplasm, Nucleoli
IFI27L2	FAM14A, TLH29	ENSG00000119632	Q9H2X8	Cytosol
ILF3	DRBP76, MPHOSPH4, MPP4, NF90, NFAR-1	ENSG00000129351	Q12906	Nucleoplasm, Nucleoli, Mitochondria
IMP3	BRMS2, C15orf12, FLJ10968, MRPS4	ENSG00000177971	Q9NV31	Nucleoplasm, Nucleoli
IMP4	BXDC4, MGC19606	ENSG00000136718	Q96G21	Nucleoli
INO80B	hIes2, HMGA1L4, HMGIYL4, IES2, PAP-1BP, PAPA-1, ZNHIT4	ENSG00000115274	Q9C086	Nucleoplasm, Nucleoli
INO80E	CCDC95, FLJ90652	ENSG00000169592	Q8NBZ0	Nucleoplasm
INPP5J	INPP5, PIB5PA, PIPP	ENSG00000185133	Q15735	Cytosol
INTS3	C1orf60, FLJ21919, INT3, SOSS-A	ENSG00000143624	Q68E01	Nucleoli
INTS4	INT4, MGC16733, MST093	ENSG00000149262	Q96HW7	Nucleoli
IPCEF1	KIAA0403, PIP3-E	ENSG00000074706	Q8WWN9	Nuclear speckles, Plasma membrane
IQGAP3		ENSG00000183856	Q86VI3	Nucleoli
IQSEC1	ARF-GEP100, BRAG2, GEP100, KIAA0763	ENSG00000144711	Q6DN90	Nucleoli, Vesicles
IRAK4	NY-REN-64	ENSG00000198001	Q9NWZ3	Microtubules
IRX2		ENSG00000170561	Q9BZI1	Nucleoplasm, Nucleoli
JADE3	JADE-3, KIAA0215, PHF16	ENSG00000102221	Q92613	Nucleoplasm, Nucleoli
JPT1	ARM2, HN1, HN1A	ENSG00000189159	Q9UK76	Nucleoplasm
JRK	jerky, JH8	ENSG00000234616		Nucleoplasm, Nucleoli
KAT6A	MOZ, MYST3, RUNXBP2, ZC2HC6A, ZNF220	ENSG00000083168	Q92794	Nuclear speckles
KCNB2	Kv2.2	ENSG00000182674	Q92953	Plasma membrane
KCNC4	C1orf30, HKSHIIIC, Kv3.4	ENSG00000116396	Q03721	Nucleoli, Cytosol
KCNJ14	IRK4, Kir2.4	ENSG00000182324	Q9UNX9	Nucleoli
KCTD1	C18orf5	ENSG00000134504	Q719H9	Nucleoplasm
KCTD6	KCASH3, MGC27385	ENSG00000168301	Q8NC69	Nucleoli, Mitochondria
KDM6A	UTX	ENSG00000147050	O15550	Nucleoplasm
KDM7A	JHDM1D, KIAA1718	ENSG00000006459	Q6ZMT4	Nucleoplasm
KIAA0319L	AAVR, KIAA1837	ENSG00000142687	Q8IZA0	Golgi apparatus
KIAA1551	C12orf35, FLJ10652, FLJ20696, GET, UTA2-1	ENSG00000174718	Q9HCM1	Nucleoli
KIAA1755	RP5-1054A22.3	ENSG00000149633	Q5JYT7	Nucleoli
KIAA1841		ENSG00000162929	Q6NSI8	Nucleoplasm, Nucleoli
KIF2A	HK2, KIF2	ENSG00000068796	O00139	Nucleoplasm, Nucleoli, Centrosome
KIF2B		ENSG00000141200	Q8N4N8	Microtubules, Cytokinetic bridge, Mitotic spindle
KIF3B	FLA8, KIAA0359, KLP-11	ENSG00000101350	O15066	Nucleoplasm
KLHDC4	DKFZp434G0522	ENSG00000104731	Q8TBB5	Nucleoli
KLHDC9	KARCA1	ENSG00000162755	Q8NEP7	Nucleoplasm, Nucleoli
KLLN	killin	ENSG00000227268	B2CW77	Nucleoplasm
KNOP1	101F10.1, C16orf88, FAM191A, TSG118	ENSG00000103550	Q1ED39	Nucleoli
KRCC1	FLJ22333	ENSG00000172086	Q9NPI7	Cytosol
KREMEN2	KRM2, MGC10791	ENSG00000131650	Q8NCW0	Nucleoli
KRI1	FLJ12949	ENSG00000129347	Q8N9T8	Nucleoli
KRR1	HRB2, RIP-1	ENSG00000111615	Q13601	Nucleoli
KYAT3	CCBL2, KAT3, KATIII, RBM1, RP11-82K18.3	ENSG00000137944	Q6YP21	Nucleoli, Cytosol
L3MBTL3	KIAA1798	ENSG00000198945	Q96JM7	Nucleoli
LDB2	CLIM1, LDB1	ENSG00000169744	O43679	Nucleoplasm, Nucleoli
LDOC1	BCUR1, Mar7, Mart7, RTL7, SIRH7	ENSG00000182195	O95751	Nucleoplasm, Nucleoli
LEKR1	FLJ16641	ENSG00000197980	Q6ZMV7	Nucleoplasm
LEMD1	CT50, LEMP-1	ENSG00000186007	Q68G75	Nucleoli, Cytosol
LETMD1	HCCR, HCCR-1, HCCR-2, HCCR1, HCCR2, SLC55A3	ENSG00000050426	Q6P1Q0	Mitochondria
LEUTX		ENSG00000213921	A8MZ59	Nucleoplasm, Nucleoli
LHFPL6	LHFP, MGC22429	ENSG00000183722	Q9Y693	Nucleoli
LHX8	Lhx7	ENSG00000162624	Q68G74	Nucleoplasm, Nucleoli
LIN28A	CSDD1, FLJ12457, LIN-28, LIN28, ZCCHC1	ENSG00000131914	Q9H9Z2	Cytosol
LIN28B	CSDD2, FLJ16517	ENSG00000187772	Q6ZN17	Nucleoplasm, Nucleoli
LLPH	C12orf31, hLLP, MGC14817	ENSG00000139233	Q9BRT6	Nucleoli
LRCH1	CHDC1, KIAA1016	ENSG00000136141	Q9Y2L9	Actin filaments, Cytosol
LRCH2	KIAA1495	ENSG00000130224	Q5VUJ6	Nucleoli
LRP10	DKFZP564C1940, LRP9, MGC8675, MST087, MSTP087	ENSG00000197324	Q7Z4F1	Nucleoplasm
LRP4	CLSS, LRP-4, MEGF7, SOST2	ENSG00000134569	O75096	Nucleoplasm, Nucleoli, Mitochondria
LRRC10B		ENSG00000204950	A6NIK2	Nucleoplasm
LRRC23	B7, LRPB7	ENSG00000010626	Q53EV4	Nucleoli
LRRC40	FLJ20331	ENSG00000066557	Q9H9A6	Nucleoli
LRRC75A	C17orf76, FAM211A, FLJ35696	ENSG00000181350	Q8NAA5	Nucleoplasm
LRWD1	CENP-33, DKFZp434K1815, ORCA	ENSG00000161036	Q9UFC0	Nucleoli
LSM3	SMX4, USS2, YLR438C	ENSG00000170860	P62310	Nucleoli
LURAP1L	bA3L8.2, C9orf150, FLJ38505, MGC46502	ENSG00000153714	Q8IV03	Nucleoli
LYAR	ZC2HC2, ZLYAR	ENSG00000145220	Q9NX58	Nucleoli
LZTS1	FEZ1	ENSG00000061337	Q9Y250	Plasma membrane
M1AP	C2orf65, D6Mm5e, SPATA37	ENSG00000159374	Q8TC57	Mitochondria
MACROD2	C20orf133, dJ631M13.5	ENSG00000172264	A1Z1Q3	Nucleoplasm, Nucleoli
MAD2L1BP	CMT2, dJ261G23.1, KIAA0110	ENSG00000124688	Q15013	Nucleoplasm
MAD2L2	FANCV, MAD2B, POLZ2, REV7	ENSG00000116670	Q9UI95	Cytosol
MAF1	DKFZp586G1123	ENSG00000179632	Q9H063	Nucleoplasm
MAFB	KRML	ENSG00000204103	Q9Y5Q3	Nucleoplasm
MAGED2	11B6, BCG1, HCA10, JCL-1, MAGE-D2, MAGED, MGC8386	ENSG00000102316	Q9UNF1	Nucleoplasm, Nucleoli, Cytosol
MAGEH1	Apr-01	ENSG00000187601	Q9H213	Nucleoli
MAK16	MAK16L, RBM13	ENSG00000198042	Q9BXY0	Nucleoli
MAP2K5	HsT17454, MAPKK5, MEK5, PRKMK5	ENSG00000137764	Q13163	Nucleoli, Microtubules
MAP3K9	MEKK9, MLK1, PRKE1	ENSG00000006432	P80192	Nucleoplasm, Nucleoli
MAPK13	p38delta, PRKM13, SAPK4	ENSG00000156711	O15264	Nucleoli
MAPKBP1	KIAA0596	ENSG00000137802	O60336	Nucleoli
MBIP		ENSG00000151332	Q9NS73	Cytosol
MCEE	GLOD2	ENSG00000124370	Q96PE7	Nucleoli
MCM10	CNA43, DNA43, PRO2249	ENSG00000065328	Q7L590	Nucleoplasm, Nucleoli
MCOLN3	FLJ11006, TRP-ML3, TRPML3	ENSG00000055732	Q8TDD5	Nucleoli, Cytosol
MDN1	KIAA0301, Rea1	ENSG00000112159	Q9NU22	Nucleoli, Cytosol
MED12L	KIAA1635, TNRC11L, TRALP, TRALPUSH	ENSG00000144893	Q86YW9	Nucleoli
MED16	DRIP92, THRAP5, TRAP95	ENSG00000175221	Q9Y2X0	Nucleoli
MED21	SRB7, SURB7	ENSG00000152944	Q13503	Nucleoplasm
MED27	CRSP34, CRSP8, MED3, TRAP37	ENSG00000160563	Q6P2C8	Nucleoplasm, Nucleoli
MESP1	bHLHc5, MGC10676	ENSG00000166823	Q9BRJ9	Nucleoplasm
METTL22	C16orf68, FLJ12433, MGC2654	ENSG00000067365	Q9BUU2	Nucleoli
METTL5	HSPC133	ENSG00000138382	Q9NRN9	Nucleoli
MFSD1	FLJ14153, UG0581B09	ENSG00000118855	Q9H3U5	Nucleoplasm
MFSD9	MGC11332	ENSG00000135953	Q8NBP5	Nucleoli
MIF4GD	AD023, MGC45027, MIFD, SLIP1	ENSG00000125457	A9UHW6	Nucleoli
MIS18BP1	C14orf106, FLJ11186, KIAA1903, KNL2, M18BP1	ENSG00000129534	Q6P0N0	Nucleoli
MKI67	MIB-, PPP1R105	ENSG00000148773	P46013	Nucleoplasm, Nucleoli
MMP24	MT5-MMP	ENSG00000125966	Q9Y5R2	Nucleoli, Plasma membrane
MNDA	PYHIN3	ENSG00000163563	P41218	Nucleoplasm, Nucleoli
MNX1	HB9, HLXB9, HOXHB9, SCRA1	ENSG00000130675	P50219	Nucleoplasm
MOB1A	C2orf6, FLJ10788, FLJ11595, Mats1, MOB1, Mob4B, MOBK1B, MOBKL1B	ENSG00000114978	Q9H8S9	Cytosol
MOB1B	MOB4A, MOBKL1A	ENSG00000173542	Q7L9L4	Cytosol
MOB2	HCCA2	ENSG00000182208	Q70IA6	Nucleoli
MPHOSPH10	CT90, MPP10, MPP10P, PPP1R106	ENSG00000124383	O00566	Nucleoli
MPHOSPH6	MPP6	ENSG00000135698	Q99547	Nucleoplasm, Nucleoli
MPND	FLJ14981	ENSG00000008382	Q8N594	Nucleoli
MPPED2	239FB, C11orf8, D11S302E, dJ1024C24.1, dJ873F21.1, FAM1B, Hs.46638	ENSG00000066382	Q15777	Nucleoli
MRPL40	MRP-L22, NLVCF	ENSG00000185608	Q9NQ50	Mitochondria
MRPS27	KIAA0264	ENSG00000113048	Q92552	Nucleoplasm, Mitochondria
MRPS31	IMOGN38	ENSG00000102738	Q92665	Mitochondria
MRTO4	C1orf33, dJ657E11.4, MRT4	ENSG00000053372	Q9UKD2	Nucleoplasm, Nuclear membrane
MS4A12	FLJ20217, Ms4a10	ENSG00000071203	Q9NXJ0	Plasma membrane, Cytosol
MTUS1	ATBP, ATIP1, ATIP3, DKFZp586D1519, FLJ14295, ICIS, KIAA1288, MP44, MTSG1	ENSG00000129422	Q9ULD2	Nucleoli, Microtubules
MTX2		ENSG00000128654	O75431	Mitochondria
MXD3	bHLHc13, MAD3	ENSG00000213347	Q9BW11	Nucleoplasm, Nucleoli
MXI1	bHLHc11, MAD2, MXD2, MXI	ENSG00000119950	P50539	Nucleoplasm
MXRA8	DKFZp586E2023	ENSG00000162576	Q9BRK3	Nucleoli
MYBBP1A	FLJ37886, P160, PAP2, Pol5	ENSG00000132382	Q9BQG0	Nucleoli
MYBPH		ENSG00000133055	Q13203	Nucleoplasm, Mitochondria
MYCN	bHLHe37, MYCNOT, N-myc, NMYC	ENSG00000134323	P04198	Nucleoli
MYL3	CMH8, MLC1SB, MLC1V, VLC1	ENSG00000160808	P08590	Nucleoli, Mitochondria
MYL5		ENSG00000215375	Q02045	Nucleoplasm, Nucleoli
MYLK4	SgK085	ENSG00000145949	Q86YV6	Golgi apparatus
MYO10	KIAA0799	ENSG00000145555	Q9HD67	Plasma membrane, Cytosol
MYRFL	bcm1377, C12orf15, C12orf28, FLJ25056	ENSG00000166268	Q96LU7	Nucleoli
NAA10	ARD1, ARD1A, DXS707, TE2	ENSG00000102030	P41227	Cytosol
NACC2	BEND9, BTBD14A, BTBD31, MGC23427	ENSG00000148411	Q96BF6	Nucleoli, Mitochondria
NARF	DKFZp434G0420, FLJ10067, IOP2	ENSG00000141562	Q9UHQ1	Nucleoplasm
NAT10	FLJ10774, FLJ12179, hALP, KIAA1709, Kre33, NET43	ENSG00000135372	Q9H0A0	Nucleoli
NBAS	NAG	ENSG00000151779	A2RRP1	Golgi apparatus
NBEA	BCL8B, FLJ10197, KIAA1544, LYST2	ENSG00000172915	Q8NFP9	Golgi apparatus
NCAPD2	CAP-D2, CNAP1, hCAP-D2, KIAA0159	ENSG00000010292	Q15021	Cytosol
NCF2	NOXA2, p67phox	ENSG00000116701	P19878	Cytosol
NCKAP5	ERIH1, ERIH2, NAP5	ENSG00000176771	O14513	Nucleoli
NCL	C23, Nsr1	ENSG00000115053	P19338	Nucleoplasm, Nucleoli
NCOA4	ARA70, DKFZp762E1112, ELE1, PTC3, RFG	ENSG00000266412	Q13772	Nucleoli
NDP	EVR2, norrin	ENSG00000124479	Q00604	Vesicles
NEPRO	C3orf17, DKFZP434F2021, NET17	ENSG00000163608	Q6NW34	Nucleoplasm, Nucleoli
NGDN	C14orf120, CANu1, DKFZP564O092, LCP5, lpd-2, NGD	ENSG00000129460	Q8NEJ9	Nucleoli, Mitochondria
NIFK	hNIFK, MKI67IP, Nopp34	ENSG00000155438	Q9BYG3	Nucleoli
NIN		ENSG00000100503	Q8N4C6	Centrosome
NIP7	CGI-37, FLJ10296, HSPC031, KD93	ENSG00000132603	Q9Y221	Nucleoplasm, Nucleoli
NKIRAS2	DKFZP434N1526, kappaB-Ras2, KBRAS2	ENSG00000168256	Q9NYR9	Nucleoplasm, Nucleoli
NKRF	ITBA4, NRF	ENSG00000186416	O15226	Nucleoli
NKX2-3	CSX3, NKX2.3, NKX2C, NKX4-3	ENSG00000119919	Q8TAU0	Nucleoli, Cytosol
NLE1	FLJ10458, NLE	ENSG00000073536	Q9NVX2	Nucleoli
NLK		ENSG00000087095	Q9UBE8	Nucleoplasm
NMD3	CGI-07	ENSG00000169251	Q96D46	Nucleoplasm, Nucleoli
NOC2L	DKFZP564C186, NET15, NET7, NIR, PPP1R112	ENSG00000188976	Q9Y3T9	Nucleoli
NOC3L	AD24, C10orf117, FAD24, FLJ12820	ENSG00000173145	Q8WTT2	Nucleoli
NOC4L	MGC3162, NET49, Noc4, UTP19	ENSG00000184967	Q9BVI4	Nucleoli
NOL10	FLJ14075, PQBP5	ENSG00000115761	Q9BSC4	Nucleoli
NOL11	DKFZP586L0724	ENSG00000130935	Q9H8H0	Nucleoli
NOL12	MGC3731, Nop25, RRP17	ENSG00000273899	Q9UGY1	Nucleoli
NOL6	bA311H10.1, FLJ21959, MGC14896, MGC14921, MGC20838, Nrap, UTP22	ENSG00000165271	Q9H6R4	Nucleoli
NOL8	C9orf34, FLJ20736, Nop132	ENSG00000198000	Q76FK4	Nucleoli
NOL9	FLJ23323, Grc3, NET6	ENSG00000162408	Q5SY16	Nucleoli
NOM1	C7orf3, PPP1R113, SGD1	ENSG00000146909	Q5C9Z4	Nucleoli
NOP14	C4orf9, NOL14, RES4-25, UTP2	ENSG00000087269	P78316	Nucleoli
NOP16	HSPC111, HSPC185, LOC51491	ENSG00000048162	Q9Y3C1	Nucleoli
NOP2	NOL1, NOP120, NSUN1, p120	ENSG00000111641	P46087	Nucleoli
NOP53	GLTSCR2, PICT-1, PICT1	ENSG00000105373	Q9NZM5	Nucleoli
NOP9	C14orf21	ENSG00000196943	Q86U38	Nucleoplasm
NOVA1		ENSG00000139910	P51513	Nucleoli
NPM1	B23, NPM	ENSG00000181163	P06748	Nucleoli
NPM2		ENSG00000158806	Q86SE8	Nucleoplasm, Nucleoli
NPM3		ENSG00000107833	O75607	Nucleoli, Actin filaments, Cytosol
NPR1	ANPa, ANPRA, GUCY2A, NPRA	ENSG00000169418	P16066	Nucleoli
NRG2	Don-1, HRG2, NTAK	ENSG00000158458	O14511	Nucleoplasm
NRIP1	RIP140	ENSG00000180530	P48552	Nucleoplasm, Nucleoli
NSA2	FLJ94393, HCLG1, HUSSY-29, TINP1	ENSG00000164346	O95478	Nucleoplasm, Nucleoli
NSMAF	FAN, GRAMD5	ENSG00000035681	Q92636	Nucleoli
NSUN5	FLJ10267, NOL1R, NSUN5A, p120(NOL1), WBSCR20, WBSCR20A, Ynl022cL	ENSG00000130305	Q96P11	Nucleoplasm, Nucleoli
NTRK3	TRKC	ENSG00000140538	Q16288	Nucleoli
NUB1	BS4, NUB1L, NYREN18	ENSG00000013374	Q9Y5A7	Nucleoplasm, Nucleoli
NUCKS1	NUCKS	ENSG00000069275	Q9H1E3	Nucleoplasm
NUDT14	UGPP	ENSG00000183828	O95848	Microtubules
NUDT16	FLJ31265	ENSG00000198585	Q96DE0	Nucleoplasm, Nucleoli
NUDT19	RP2	ENSG00000213965	A8MXV4	Nucleoplasm, Nucleoli, Cytosol
NUDT8	FLJ41567	ENSG00000167799	Q8WV74	Nucleoli
NUFIP1	NUFIP	ENSG00000083635	Q9UHK0	Nucleoplasm
NUP188	KIAA0169	ENSG00000095319	Q5SRE5	Nucleoplasm
NVL	NVL2	ENSG00000143748	O15381	Nucleoli
OARD1	C6orf130, dJ34B21.3, MGC19570, TARG1	ENSG00000124596	Q9Y530	Nucleoli
OLFM1	AMY, NOE1, NOELIN, OlfA	ENSG00000130558	Q99784	Nucleoli
ORC4	HsORC4, ORC4L, Orc4p	ENSG00000115947	O43929	Nucleoplasm, Nucleoli
OSBPL3	KIAA0704, ORP-3, ORP3, OSBP3	ENSG00000070882	Q9H4L5	Cytosol
OSCP1	C1orf102, NOR1	ENSG00000116885	Q8WVF1	Nucleoplasm, Nucleoli
OSER1	C20orf111, dJ1183I21.1, HSPC207, Osr1, Perit1	ENSG00000132823	Q9NX31	Nucleoli, Nuclear speckles
OSGIN2	C8orf1, hT41	ENSG00000164823	Q9Y236	Nucleoli
OSMR	OSMRB	ENSG00000145623	Q99650	Nucleoli
OTUD7A	C15orf16, CEZANNE2, OTUD7	ENSG00000169918	Q8TE49	Nucleoli, Cytosol
P2RX6	MGC129625, P2RXL1, P2X6, P2XM	ENSG00000099957	O15547	Nucleoli, Cytosol
P3H1	GROS1, LEPRE1, LEPRECAN, MGC117314	ENSG00000117385	Q32P28	Vesicles
P3H3	GRCB, HSU47926, LEPREL2	ENSG00000110811	Q8IVL6	Plasma membrane, Cytosol
PAFAH1B2		ENSG00000168092	P68402	Cytosol
PAK1IP1	bA421M1.5, FLJ20624, hPIP1, MAK11, PIP1, WDR84	ENSG00000111845	Q9NWT1	Nucleoli
PAPSS1	ATPSK1, PAPSS	ENSG00000138801	O43252	Nucleoli
PAQR6	FLJ22672, PRdelta	ENSG00000160781	Q6TCH4	Nucleoplasm, Nucleoli
PARP10	FLJ14464	ENSG00000178685	Q53GL7	Nucleoli
PARP2	ADPRTL2	ENSG00000129484	Q9UGN5	Nucleoplasm
PAX2		ENSG00000075891	Q02962	Nucleoli
PBDC1	CXorf26, MGC874	ENSG00000102390	Q9BVG4	Nucleoplasm
PCDH1	pc42	ENSG00000156453	Q08174	Nucleoplasm, Cell Junctions
PCDHAC1		ENSG00000248383	Q9H158	Nucleoplasm, Nucleoli
PCDHGA2	PCDH-GAMMA-A2	ENSG00000081853	Q9Y5H1	Vesicles, Plasma membrane
PCGF5	MGC16202, RNF159	ENSG00000180628	Q86SE9	Nucleoli
PCID2	FLJ11305	ENSG00000126226	Q5JVF3	Nucleoli
PCTP	STARD2	ENSG00000141179	Q9UKL6	Nucleoplasm, Nucleoli
PDCD11	ALG-4, KIAA0185, RRP5	ENSG00000148843	Q14690	Nucleoli
PDCD7	ES18, HES18	ENSG00000090470	Q8N8D1	Plasma membrane
PDGFRL	PRLTS	ENSG00000104213	Q15198	Nucleoli, Golgi apparatus
PDK1		ENSG00000152256	Q15118	Nucleoli, Mitochondria
PDK3		ENSG00000067992	Q15120	Mitochondria
PELI1		ENSG00000197329	Q96FA3	Nucleoplasm, Nucleoli, Intermediate filaments
PELI2		ENSG00000139946	Q9HAT8	Nucleoplasm, Nucleoli, Intermediate filaments
PELI3	MGC35521	ENSG00000174516	Q8N2H9	Nucleoplasm, Vesicles
PELP1	MNAR	ENSG00000141456	Q8IZL8	Nucleoplasm, Nucleoli
PES1	NOP7, PES	ENSG00000100029	O00541	Nucleoli
PFDN1	PFD1	ENSG00000113068	O60925	Plasma membrane, Cytosol
PFKFB4		ENSG00000114268	Q16877	Nucleoli
PGAM2	PGAM-M	ENSG00000164708	P15259	Nucleoplasm
PGRMC1	HPR6.6	ENSG00000101856	O00264	Endoplasmic reticulum
PHF2	CENP-35, JHDM1E, KDM7C, KIAA0662	ENSG00000197724	O75151	Nucleoli
PHF6	BFLS, BORJ, CENP-31, KIAA1823, MGC14797	ENSG00000156531	Q8IWS0	Nucleoplasm, Nucleoli
PHLDA1	DT1P1B11, PHRIP, TDAG51	ENSG00000139289	Q8WV24	Nucleoli
PHLDA2	BWR1C, HLDA2, IPL, TSSC3	ENSG00000181649	Q53GA4	Nucleoli
PHTF1	PHTF	ENSG00000116793	Q9UMS5	Nuclear bodies
PIGO	DKFZp434M222, FLJ00135	ENSG00000165282	Q8TEQ8	Nucleoli
PIK3CB	PIK3C1	ENSG00000051382	P42338	Nucleoplasm
PIM1	PIM	ENSG00000137193	P11309	Cytosol
PIN4	EPVH, PAR14, PAR17	ENSG00000102309	Q9Y237	Nucleoplasm, Nucleoli
PINX1	FLJ20565, Gno1, LPTL, LPTS, MGC8850, PinX1, Pxr1	ENSG00000254093	Q96BK5	Nucleoli
PITX1	BFT, POTX, PTX1	ENSG00000069011	P78337	Nucleoli
PJA1	FLJ11830, RNF70	ENSG00000181191	Q8NG27	Nucleoplasm, Nucleoli
PKMYT1	MYT1, PPP1R126	ENSG00000127564	Q99640	Golgi apparatus
PLEK	P47	ENSG00000115956	P08567	Nucleoli
PLEKHM1	KIAA0356	ENSG00000225190	Q9Y4G2	Vesicles
PLOD2	LH2	ENSG00000152952	O00469	Nucleoli, Cytosol
PLPP4	DPPL2, PPAPDC1, PPAPDC1A	ENSG00000203805	Q5VZY2	Nucleoli
